;longitude;latitude;housing_median_age;total_rooms;total_bedrooms;population;households;median_income;median_house_value;ocean_proximity;people_per_household;rooms_per_person;beds_per_room
1075;-121,82;39,75;29;7744;1375;3316;1365;3,0253;111400;INLAND;2,429304029;2,335343788;0,177556818
6695;-118,09;34,14;40;3092;549;1457;536;5,3377;373800;INLAND;2,718283582;2,12216884;0,177554981
19020;-121,99;38,34;16;1470;261;748;256;4,0433;132200;INLAND;2,921875;1,965240642;0,17755102
3078;-119,23;35,77;26;2636;468;1416;485;4,1917;84000;INLAND;2,919587629;1,861581921;0,17754173
3847;-118,47;34,19;41;1104;196;495;196;5,0929;225000;<1H OCEAN;2,525510204;2,23030303;0,177536232
8711;-118,37;33,85;25;5622;998;2537;1009;5,785;395300;<1H OCEAN;2,514370664;2,216003153;0,177516898
6467;-118,04;34,09;34;2597;461;1542;470;4,6211;248900;INLAND;3,280851064;1,684176394;0,177512514
13160;-121,38;36,84;6;3769;669;2061;648;4,1875;217600;INLAND;3,180555556;1,82872392;0,177500663
10006;-121,12;39,2;9;1431;254;681;221;3,045;170400;INLAND;3,081447964;2,101321586;0,177498253
4037;-118,52;34,16;39;2693;478;1219;435;5,17;335400;<1H OCEAN;2,802298851;2,209187859;0,177497215
6311;-118,02;34,04;27;5640;1001;3538;978;5,065;215400;<1H OCEAN;3,617586912;1,594120972;0,17748227
2069;-119,89;36,73;43;524;93;302;93;2,6146;81300;INLAND;3,247311828;1,735099338;0,177480916
5962;-117,84;34,11;17;3499;621;1911;621;4,8894;191700;INLAND;3,077294686;1,830978545;0,17747928
9207;-120,31;37,11;38;1696;301;985;278;2,4054;112500;INLAND;3,543165468;1,721827411;0,177476415
17793;-121,82;37,38;32;3747;665;1687;649;5,4949;330800;<1H OCEAN;2,599383667;2,221102549;0,177475314
13481;-117,37;34,13;18;5877;1043;3114;1002;4,0294;133200;INLAND;3,107784431;1,887283237;0,177471499
11763;-121,28;38,74;33;4384;778;1775;789;4,05;134700;INLAND;2,249683143;2,469859155;0,177463504
10071;-120,15;39,36;9;2254;400;694;243;5,6856;138100;INLAND;2,855967078;3,247838617;0,177462289
6667;-118,1;34,16;44;2795;496;1235;469;4,2386;283700;INLAND;2,63326226;2,263157895;0,17745975
3196;-119,73;36,31;20;2440;433;1579;400;2,8281;60200;INLAND;3,9475;1,545281824;0,177459016
17229;-119,69;34,43;37;2801;497;1150;476;5,8311;387700;<1H OCEAN;2,415966387;2,435652174;0,17743663
8187;-118,1;33,79;36;3359;596;1522;565;5,1805;249400;<1H OCEAN;2,69380531;2,20696452;0,17743376
6171;-117,92;34,08;36;1285;228;679;231;3,8705;191900;<1H OCEAN;2,939393939;1,892488954;0,177431907
19047;-121,81;38,43;30;1674;297;756;292;3,9286;133100;INLAND;2,589041096;2,214285714;0,177419355
11908;-117,44;33,96;29;124;22;50;18;12,5381;112500;INLAND;2,777777778;2,48;0,177419355
9124;-118,07;34,56;5;10264;1821;5871;1790;4,2329;145500;INLAND;3,279888268;1,74825413;0,177416212
18154;-122,04;37,37;23;5135;911;2351;863;5,2319;430100;<1H OCEAN;2,724217845;2,184176946;0,177409932
1462;-121,99;37,97;30;3320;589;1470;543;4,6071;184100;INLAND;2,70718232;2,258503401;0,177409639
12750;-121,37;38,61;39;823;146;329;144;3,0833;114100;INLAND;2,284722222;2,501519757;0,177399757
9851;-121,88;36,58;29;4910;871;3438;904;4,0432;450000;NEAR OCEAN;3,803097345;1,428155905;0,177393075
595;-122,08;37,71;38;1663;295;781;301;5,0519;227000;NEAR BAY;2,594684385;2,129321383;0,177390259
8166;-118,13;33,8;36;1026;182;505;176;4,3438;233600;<1H OCEAN;2,869318182;2,031683168;0,177387914
13001;-121,28;38,68;16;3467;615;1478;601;3,75;147300;INLAND;2,459234609;2,345737483;0,17738679
11066;-117,85;33,84;17;2830;502;1370;459;5,1785;247300;<1H OCEAN;2,984749455;2,065693431;0,177385159
10418;-117,6;33,41;29;2193;389;922;387;4,5476;309200;NEAR OCEAN;2,382428941;2,378524946;0,177382581
12754;-121,39;38,61;35;2024;359;786;364;2,4632;156900;INLAND;2,159340659;2,575063613;0,177371542
668;-122,15;37,69;38;1246;221;637;222;3,6625;184600;NEAR BAY;2,869369369;1,956043956;0,177367576
18180;-122,04;37,37;33;2757;489;1201;481;5,0453;311600;<1H OCEAN;2,496881497;2,295587011;0,177366703
18675;-121,89;36,89;18;2774;492;1283;353;5,368;352000;NEAR OCEAN;3,634560907;2,162120031;0,177361211
910;-122,01;37,55;34;2791;495;1276;468;4,9167;256300;NEAR BAY;2,726495726;2,187304075;0,177355786
8444;-118,38;33,91;36;2904;515;1463;534;5,8374;289600;<1H OCEAN;2,739700375;1,984962406;0,177341598
9625;-121;37,25;31;1923;341;806;349;3,1738;97600;INLAND;2,309455587;2,385856079;0,177327093
2310;-119,74;36,83;14;4675;829;2235;787;4,1098;108200;INLAND;2,839898348;2,091722595;0,177326203
9897;-122,26;38,28;24;2831;502;1462;503;4,5;158300;NEAR BAY;2,906560636;1,936388509;0,177322501
19701;-121,66;39,09;27;2098;372;1090;333;4,45;96200;INLAND;3,273273273;1,924770642;0,177311725
15417;-117,28;33,2;11;1472;261;1012;285;4,21;175600;NEAR OCEAN;3,550877193;1,454545455;0,177309783
3173;-119,55;36,37;26;1912;339;1002;311;3,0375;126300;INLAND;3,221864952;1,908183633;0,177301255
2580;-124,05;40,85;31;2414;428;1005;401;3,5156;143000;NEAR OCEAN;2,506234414;2,40199005;0,177299089
8967;-118,4;34,01;48;1427;253;693;268;5,7405;351600;<1H OCEAN;2,585820896;2,059163059;0,177295025
6177;-117,93;34,08;36;1788;317;1139;320;4,125;185800;<1H OCEAN;3,559375;1,569798068;0,177293065
14906;-117,05;32,61;31;4033;715;2585;715;3,5096;139900;NEAR OCEAN;3,615384615;1,560154739;0,177287379
7998;-118,16;33,85;36;2668;473;1315;478;4,0714;215600;<1H OCEAN;2,751046025;2,028897338;0,177286357
12228;-116,93;33,74;15;3757;666;1693;654;3,6806;112800;INLAND;2,588685015;2,219137626;0,177269098
20454;-118,77;34,28;27;1416;251;1024;268;5,1074;185200;<1H OCEAN;3,820895522;1,3828125;0,177259887
13118;-121,2;38,28;20;1732;307;999;305;3,9808;160200;INLAND;3,275409836;1,733733734;0,177251732
10646;-117,75;33,54;21;8711;1544;3173;1396;5,0907;378200;<1H OCEAN;2,272922636;2,745351402;0,177247159
6617;-118,11;34,17;50;3374;598;1484;569;4,99;261600;INLAND;2,608084359;2,273584906;0,1772377
7101;-117,99;33,9;33;2161;383;1235;383;5,6454;202800;<1H OCEAN;3,224543081;1,749797571;0,177232763
13170;-121,06;36,72;23;395;70;166;52;2,2132;100000;INLAND;3,192307692;2,379518072;0,17721519
10133;-117,89;33,91;33;1264;224;527;227;3,7321;216500;<1H OCEAN;2,321585903;2,398481973;0,17721519
13706;-117,19;34,1;5;2167;384;1174;358;4,0114;97700;INLAND;3,279329609;1,845826235;0,177203507
16307;-121,34;38;32;3877;687;1642;647;4,0444;129200;INLAND;2,537867079;2,361144945;0,177198865
3592;-118,47;34,25;21;2692;477;1330;456;4,5417;238900;<1H OCEAN;2,916666667;2,02406015;0,177191679
8692;-118,34;33,86;35;1936;343;1008;346;5,4791;285900;<1H OCEAN;2,913294798;1,920634921;0,177169421
370;-122,15;37,75;40;1445;256;849;255;3,8913;126300;NEAR BAY;3,329411765;1,702002356;0,17716263
19628;-120,85;37,55;45;350;62;187;63;2,5938;275000;INLAND;2,968253968;1,871657754;0,177142857
9709;-121,67;36,67;24;3071;544;1477;560;3,9219;222500;<1H OCEAN;2,6375;2,079214624;0,177140996
8626;-118,38;33,88;36;2501;443;1031;422;4,75;442100;<1H OCEAN;2,443127962;2,425800194;0,177129148
10374;-117,64;33,64;11;2422;429;810;395;6,1935;293200;<1H OCEAN;2,050632911;2,990123457;0,177126342
11561;-117,98;33,75;27;2343;415;1537;426;5,1345;210600;<1H OCEAN;3,607981221;1,524398178;0,177123346
8695;-118,35;33,87;34;2823;500;1429;483;5,5;279600;<1H OCEAN;2,958592133;1,975507348;0,177116543
12155;-117,11;33,78;13;1914;339;930;304;4,1875;161200;INLAND;3,059210526;2,058064516;0,177115987
6634;-118,16;34,16;43;1276;226;545;209;4,1518;230700;<1H OCEAN;2,607655502;2,341284404;0,177115987
20309;-119,14;34,15;25;2202;390;1415;412;4,43;207700;NEAR OCEAN;3,434466019;1,556183746;0,177111717
3885;-118,52;34,21;36;2394;424;1490;427;4,3261;206700;<1H OCEAN;3,489461358;1,606711409;0,17710944
8150;-118,09;33,82;36;2219;393;1042;396;5,2299;239800;<1H OCEAN;2,631313131;2,129558541;0,177106805
8010;-118,11;33,86;36;2750;487;1386;458;4,9904;221700;<1H OCEAN;3,026200873;1,984126984;0,177090909
18950;-122,06;38,26;36;1248;221;672;222;3,3839;105900;INLAND;3,027027027;1,857142857;0,177083333
2573;-124,15;40,78;36;2112;374;829;368;3,3984;90000;NEAR OCEAN;2,252717391;2,547647768;0,177083333
10021;-121,23;39,27;11;1265;224;573;205;3,3603;162500;INLAND;2,795121951;2,207678883;0,177075099
18996;-121,94;38,35;8;3157;559;1758;569;4,412;140100;INLAND;3,089630931;1,795790671;0,177066836
17593;-121,89;37,3;47;1604;284;639;278;5,8415;283300;<1H OCEAN;2,298561151;2,510172144;0,177057357
9390;-122,52;37,91;30;4174;739;1818;705;5,5951;402900;NEAR BAY;2,578723404;2,295929593;0,177048395
12077;-117,54;33,76;5;5846;1035;3258;1001;4,7965;160800;<1H OCEAN;3,254745255;1,794352363;0,177044133
16827;-122,49;37,59;35;2683;475;1498;484;5,1282;262500;NEAR OCEAN;3,095041322;1,79105474;0,177040626
9710;-121,68;36,67;26;5745;1017;2780;996;5;202300;<1H OCEAN;2,791164659;2,066546763;0,177023499
9546;-120,94;37,4;32;1175;208;774;222;3;109400;INLAND;3,486486486;1,518087855;0,177021277
8049;-118,17;33,84;45;1853;328;945;320;5,0787;219200;<1H OCEAN;2,953125;1,960846561;0,177010254
19111;-122,63;38,23;37;1966;348;875;381;4,0703;223800;<1H OCEAN;2,296587927;2,246857143;0,177009156
18480;-121,58;37,01;44;3192;565;1439;568;4,3693;234000;INLAND;2,533450704;2,218207088;0,177005013
11421;-117,99;33,7;25;2017;357;1063;369;4,0345;229400;<1H OCEAN;2,880758808;1,897460019;0,176995538
10777;-117,9;33,64;36;2017;357;850;348;5,0532;310900;<1H OCEAN;2,442528736;2,372941176;0,176995538
6439;-118,02;34,1;36;452;80;248;83;1,9688;226000;INLAND;2,987951807;1,822580645;0,17699115
14200;-117,06;32,69;9;1520;269;1250;265;4,8875;157700;NEAR OCEAN;4,716981132;1,216;0,176973684
3204;-119,64;36,35;23;3182;563;1525;585;3,8108;90400;INLAND;2,606837607;2,086557377;0,176932747
19341;-122,82;38,64;29;2176;385;1117;374;3,8681;188600;<1H OCEAN;2,986631016;1,948075201;0,176930147
18977;-121,98;38,25;4;2487;440;1545;452;4,9103;140400;INLAND;3,418141593;1,609708738;0,176919984
1739;-122,33;37,98;32;1967;348;1144;364;4,4135;150100;NEAR BAY;3,142857143;1,719405594;0,176919166
8718;-118,36;33,84;35;1577;279;743;274;5,7654;343000;<1H OCEAN;2,711678832;2,122476447;0,176918199
13367;-117,54;34,11;16;2114;374;1463;399;3,9241;131500;INLAND;3,666666667;1,444976077;0,176915799
19660;-120,82;37,49;25;1611;285;882;261;3,5547;122400;INLAND;3,379310345;1,826530612;0,176908752
19120;-122,65;38,24;49;3273;579;1431;539;4,275;227600;<1H OCEAN;2,654916512;2,28721174;0,176901925
13281;-117,68;34,07;32;1775;314;1067;302;4,0375;121300;INLAND;3,533112583;1,663542643;0,176901408
16578;-121,44;37,76;5;7264;1285;3670;1146;5,0443;194800;INLAND;3,202443281;1,979291553;0,17689978
6245;-117,99;34,05;35;1792;317;1441;306;3,7917;151100;<1H OCEAN;4,709150327;1,243580847;0,176897321
10492;-117,66;33,5;16;1956;346;862;326;4,4732;186300;<1H OCEAN;2,644171779;2,269141531;0,176891616
1917;-121,04;38,81;11;3522;623;1456;544;3,93;163400;INLAND;2,676470588;2,418956044;0,176888132
5104;-118,3;33,95;50;1843;326;892;314;3,1346;120000;<1H OCEAN;2,840764331;2,066143498;0,176885513
1680;-122,28;38;26;2335;413;980;417;3,4471;178900;NEAR BAY;2,350119904;2,382653061;0,176873662
18921;-122,15;38,06;10;3008;532;1381;522;5,3661;195800;NEAR BAY;2,64559387;2,178131789;0,176861702
3038;-119,12;35,38;18;1521;269;706;279;4,4196;121000;INLAND;2,53046595;2,154390935;0,176857331
7759;-118,13;33,91;34;916;162;552;164;4,9107;222000;<1H OCEAN;3,365853659;1,65942029;0,176855895
1037;-120,79;38,43;40;1391;246;546;214;3,9107;129800;INLAND;2,551401869;2,547619048;0,176851186
2462;-119,69;36,46;29;1702;301;914;280;2,8125;79200;INLAND;3,264285714;1,86214442;0,176850764
17809;-121,85;37,39;15;8748;1547;4784;1524;5,8322;276600;<1H OCEAN;3,139107612;1,828595318;0,176840421
6298;-117,9;34,02;15;14058;2486;8997;2497;5,0704;226200;<1H OCEAN;3,603123748;1,56252084;0,176838811
8613;-118,39;33,87;19;3303;584;1329;569;7,521;340400;<1H OCEAN;2,335676626;2,485327314;0,176808962
3968;-118,57;34,2;33;1759;311;943;315;5,223;209200;<1H OCEAN;2,993650794;1,865323436;0,176805003
19702;-121,67;39,18;26;2121;375;1125;366;3,3958;94600;INLAND;3,073770492;1,885333333;0,176803395
596;-122,08;37,71;38;3716;657;1784;652;4,8237;220900;NEAR BAY;2,736196319;2,082959641;0,176803014
1264;-121,68;37,98;19;3388;599;1707;575;3,6411;162800;INLAND;2,968695652;1,9847686;0,176800472
9339;-122,57;37,99;45;2404;425;926;400;4,9674;320100;NEAR BAY;2,315;2,596112311;0,176788686
1981;-120,88;38,58;8;3417;604;1703;623;4,0827;170700;INLAND;2,733547352;2,00645919;0,176763243
8042;-118,16;33,84;36;2444;432;1199;424;4,1538;218800;<1H OCEAN;2,827830189;2,038365304;0,176759411
2241;-119,81;36,83;19;6789;1200;2325;1109;4,049;126000;INLAND;2,096483318;2,92;0,176756518
14743;-117,05;32,58;23;1918;339;1392;340;4,087;134800;NEAR OCEAN;4,094117647;1,377873563;0,176746611
16349;-121,32;38,04;30;249;44;167;45;4,5;92800;INLAND;3,711111111;1,491017964;0,176706827
5398;-118,42;34,03;45;1262;223;637;221;5,0866;427300;<1H OCEAN;2,882352941;1,981161695;0,176703645
679;-122,15;37,69;36;1545;273;863;267;4,0109;192900;NEAR BAY;3,232209738;1,790266512;0,176699029
6085;-117,89;34,09;36;1811;320;1005;332;5,5629;188300;<1H OCEAN;3,027108434;1,80199005;0,176697957
876;-122,03;37,56;24;8444;1492;4446;1491;4,6978;240300;NEAR BAY;2,981891348;1,899235268;0,17669351
16477;-121,32;38,21;27;2643;467;1455;444;3,6398;146700;INLAND;3,277027027;1,816494845;0,176693152
15418;-117,27;33,2;23;2145;379;1360;404;4,2054;150700;<1H OCEAN;3,366336634;1,577205882;0,176689977
18651;-121,97;36,98;17;2813;497;1337;477;3,7083;252400;NEAR OCEAN;2,80293501;2,103964099;0,176679701
20620;-121,41;39,04;16;1698;300;731;291;3,0739;87200;INLAND;2,512027491;2,322845417;0,176678445
12972;-121,31;38,67;27;1998;353;970;343;4,8224;115500;INLAND;2,827988338;2,059793814;0,176676677
5112;-118,31;33,96;48;2015;356;1020;338;4,0625;138700;<1H OCEAN;3,017751479;1,975490196;0,176674938
12843;-121,37;38,69;35;1851;327;1007;286;3,2361;84000;INLAND;3,520979021;1,838133069;0,176661264
17445;-120,46;34,74;15;2185;386;827;336;5,3765;223100;NEAR OCEAN;2,461309524;2,642079807;0,176659039
7108;-118,01;33,89;34;1653;292;1003;310;4,6;203400;<1H OCEAN;3,235483871;1,648055833;0,176648518
15337;-117,28;33,2;20;4835;854;2983;834;4,3428;152100;NEAR OCEAN;3,576738609;1,620851492;0,176628749
11219;-117,94;33,81;33;1891;334;932;343;4,2759;238000;<1H OCEAN;2,717201166;2,028969957;0,176626124
13379;-117,58;34,11;14;11635;2055;6443;2009;4,7547;157600;INLAND;3,207068193;1,805835791;0,17662226
11331;-117,95;33,75;24;2027;358;1405;341;5,1416;231400;<1H OCEAN;4,120234604;1,442704626;0,176615688
12231;-116,95;33,73;21;4587;810;2233;765;3,2371;94500;INLAND;2,918954248;2,054187192;0,176586004
18755;-122,31;40,65;11;3664;647;1686;613;2,9338;141600;INLAND;2,75040783;2,173190985;0,176582969
9054;-118,14;34,69;35;2118;374;1108;360;3,4327;100300;INLAND;3,077777778;1,911552347;0,176581681
18588;-122,07;37,13;26;1127;199;543;199;4,9792;240000;NEAR OCEAN;2,728643216;2,075506446;0,176574978
13116;-121,27;38,31;17;1144;202;626;178;4,4107;151600;INLAND;3,516853933;1,827476038;0,176573427
17321;-120,11;34,66;18;1348;238;631;247;5,3154;289400;NEAR OCEAN;2,55465587;2,136291601;0,176557864
14676;-117,1;32,83;16;4214;744;1820;699;4,3783;179500;<1H OCEAN;2,603719599;2,315384615;0,176554343
14789;-117,12;32,57;35;1450;256;930;286;2,6715;133300;NEAR OCEAN;3,251748252;1,559139785;0,176551724
6683;-118,09;34,15;49;1467;259;688;260;4,3452;260100;INLAND;2,646153846;2,132267442;0,176550784
15085;-116,92;32,8;33;1518;268;857;272;3,5586;160400;<1H OCEAN;3,150735294;1,771295216;0,17654809
6606;-118,17;34,19;45;1790;316;1035;312;4,0985;173100;<1H OCEAN;3,317307692;1,729468599;0,176536313
19032;-122;38,37;18;1048;185;469;162;3,625;125000;INLAND;2,895061728;2,234541578;0,176526718
18366;-121,93;37,13;37;1150;203;511;179;5,7415;398500;<1H OCEAN;2,854748603;2,250489237;0,176521739
20013;-119,06;36,09;11;2572;454;1402;415;3,6786;72900;INLAND;3,378313253;1,834522111;0,17651633
16476;-121,28;38,17;19;1337;236;744;225;4,0924;244200;INLAND;3,306666667;1,797043011;0,176514585
3151;-118,61;35,08;6;3660;646;1243;482;3,4911;137200;INLAND;2,578838174;2,944489139;0,176502732
885;-121,97;37,54;31;1949;344;986;322;4,6349;196200;<1H OCEAN;3,062111801;1,976673428;0,17650077
17963;-121,98;37,31;34;2034;359;1016;375;5,8127;288300;<1H OCEAN;2,709333333;2,001968504;0,176499508
15518;-117,06;33,14;27;3819;674;2447;717;3,8185;137200;<1H OCEAN;3,412831241;1,560686555;0,176485991
19881;-119,11;36,29;18;1666;294;859;301;2,6065;93800;INLAND;2,853820598;1,939464494;0,176470588
13055;-121,28;38,6;25;1122;198;564;213;3,1654;111600;INLAND;2,647887324;1,989361702;0,176470588
16519;-121,2;37,8;28;3264;576;1512;567;3,7546;135300;INLAND;2,666666667;2,158730159;0,176470588
14877;-117,06;32,63;37;1326;234;612;240;4,125;160200;NEAR OCEAN;2,55;2,166666667;0,176470588
1402;-122,07;37,95;39;2199;388;1025;385;4,5893;190000;NEAR BAY;2,662337662;2,145365854;0,176443838
17626;-121,91;37,25;31;1944;343;975;334;4,9205;240500;<1H OCEAN;2,919161677;1,993846154;0,176440329
10465;-117,72;33,53;14;1672;295;704;293;5,1129;251300;<1H OCEAN;2,402730375;2,375;0,176435407
18485;-121,59;37,01;16;6637;1171;3575;1162;4,3227;251500;INLAND;3,076592083;1,856503497;0,176435136
14143;-117,08;32,74;35;1434;253;753;228;2,3812;135100;NEAR OCEAN;3,302631579;1,90438247;0,176429568
11838;-120,9;39,95;20;1349;238;601;203;3,5417;96600;INLAND;2,960591133;2,244592346;0,176426983
7703;-118,13;33,96;36;1933;341;958;335;4,4732;266000;<1H OCEAN;2,859701493;2,017745303;0,176409726
10147;-117,92;33,9;13;1814;320;1010;313;6,3489;337900;<1H OCEAN;3,226837061;1,796039604;0,176405733
11947;-117,44;33,94;32;1814;320;903;306;4,1776;118700;INLAND;2,950980392;2,008859358;0,176405733
13109;-121,36;38,4;18;4813;849;2333;843;4,175;144400;INLAND;2,767497034;2,063009001;0,176397257
14938;-116,99;32,74;17;3101;547;1410;486;3,1771;189900;<1H OCEAN;2,901234568;2,19929078;0,176394711
9045;-118,09;34,7;6;4558;804;1543;563;2,8548;138500;INLAND;2,740674956;2,953985742;0,176393155
2403;-119,34;36,62;26;1922;339;1148;332;2,6058;92200;INLAND;3,457831325;1,674216028;0,176378772
13567;-117,29;34,15;49;1820;321;757;324;3,2976;102600;INLAND;2,336419753;2,404227213;0,176373626
19331;-122,85;38,52;13;4808;848;2568;762;3,6583;183200;<1H OCEAN;3,37007874;1,872274143;0,176372712
2545;-124,16;40,78;50;2285;403;837;353;2,5417;85400;NEAR OCEAN;2,371104816;2,729988053;0,176367615
6060;-117,8;34,02;23;3351;591;1535;522;5,0869;230600;<1H OCEAN;2,940613027;2,183061889;0,176365264
3782;-118,39;34,16;46;1582;279;603;283;5,1169;414300;<1H OCEAN;2,130742049;2,623548922;0,176359039
20061;-120,4;38;17;2098;370;912;354;2,6544;112600;INLAND;2,576271186;2,300438596;0,176358437
13453;-117,38;34,11;36;1497;264;894;275;3,3066;96300;INLAND;3,250909091;1,674496644;0,176352705
10069;-120,1;39,37;10;2325;410;1016;373;4,5208;117300;INLAND;2,72386059;2,288385827;0,176344086
5542;-118,4;33,97;35;913;161;451;172;5,6169;411200;<1H OCEAN;2,622093023;2,024390244;0,176341731
5415;-118,45;34,01;40;1361;240;559;229;6,3516;354300;<1H OCEAN;2,441048035;2,43470483;0,176340926
11657;-118,02;33,81;34;3482;614;2227;641;5,1155;200900;<1H OCEAN;3,47425897;1,563538392;0,176335439
4125;-118,22;34,13;35;2983;526;1614;543;5,7794;272400;<1H OCEAN;2,972375691;1,848203222;0,176332551
13057;-121,29;38,6;29;1276;225;600;223;4,0938;109100;INLAND;2,69058296;2,126666667;0,176332288
17280;-119,74;34,41;30;2365;417;1053;409;5,5959;346200;NEAR OCEAN;2,574572127;2,245963913;0,176321353
15157;-117,03;32,97;16;3936;694;1935;659;4,5625;231200;<1H OCEAN;2,936267071;2,034108527;0,176321138
11815;-121,1;39;16;1106;195;505;187;5,0126;192300;INLAND;2,700534759;2,19009901;0,176311031
2301;-119,77;36,81;28;1713;302;663;282;3,567;85500;INLAND;2,35106383;2,583710407;0,176298891
19123;-122,67;38,25;32;1333;235;660;206;4,0729;288500;<1H OCEAN;3,203883495;2,01969697;0,176294074
19349;-122,87;38,68;32;4073;718;2053;629;3,7352;228000;<1H OCEAN;3,26391097;1,983925962;0,176282838
3916;-118,52;34,19;37;1560;275;763;284;3,8516;206900;<1H OCEAN;2,686619718;2,044560944;0,176282051
1043;-120,88;38,32;18;2791;492;1187;438;3,2589;103000;INLAND;2,710045662;2,351305813;0,176280903
16998;-122,25;37,56;19;7976;1406;3437;1338;5,6396;430300;NEAR BAY;2,568759342;2,320628455;0,176278837
16557;-121,4;37,74;20;2706;477;1236;474;4,15;322400;INLAND;2,607594937;2,189320388;0,176274945
13380;-117,6;34,11;18;6025;1062;3360;1028;4,8889;155700;INLAND;3,26848249;1,793154762;0,17626556
673;-122,16;37,7;36;1719;303;836;311;4,4375;193500;NEAR BAY;2,688102894;2,056220096;0,176265271
12138;-117,23;33,83;2;1424;251;681;192;4,0833;100000;INLAND;3,546875;2,091042584;0,176264045
15067;-116,98;32,79;32;3756;662;1611;598;3,8667;189700;<1H OCEAN;2,693979933;2,331471136;0,176251331
18099;-122,04;37,3;25;2366;417;1076;398;6,9238;345900;<1H OCEAN;2,703517588;2,198884758;0,17624683
19565;-120,94;37,6;30;3257;574;1804;588;3,5331;102900;INLAND;3,068027211;1,805432373;0,1762358
1107;-121,6;39,8;10;1742;307;721;312;2,4537;117900;INLAND;2,310897436;2,416088766;0,176234214
5517;-118,39;33,97;38;993;175;374;180;6,2673;357200;<1H OCEAN;2,077777778;2,655080214;0,176233635
18702;-122,37;40,54;28;2213;390;1096;378;3,6923;86900;INLAND;2,899470899;2,019160584;0,17623136
